"svc_cde","svc_nme","trade_cde","tradelane_cde","svc_type","eff_start_iodt","eff_end_iodt","svc_id","ssm_svc_id","voy_assgn_to","rec_cre_iodt","rec_cre_by","rec_upd_iodt","rec_upd_by","oa_cmn_cde","rec_cre_ts"
ELX,EGYPT LEBANON EXPRESS EXPIRED,IET,IET,Public Feeder,"20140210000000.000","20141201000000.000",461,10316,Entire Service,"20140217060110.525",XIERO,"20170523050408.907",XUJE7,,"20221211211512.000021"
STU,SPAIN TUNISIA BY UFS EXPIRED,IET,IET,Public Feeder,"20140317000000.000","20150601000000.000",521,10333,Entire Service,"20140321052303.021",XIASE,"20150727013531.241",XUJE7,,"20221211211512.000023"
SBXA,SCAN BALTIC EXPRESS A EXPIRED,IET,IET,EINT Feeder,"20140822000000.000","20151201000000.000",761,10354,Entire Service,"20140822095504.223",XIERO,"20170523045533.608",XUJE7,,"20221211211512.000023"
SBXE,SCAN BALTIC EXPRESS E EXPIRED,IET,IET,EINT Feeder,"20140822000000.000","20151201000000.000",765,10358,Entire Service,"20140822095715.723",XIERO,"20170523045613.895",XUJE7,,"20221211211512.000023"
SBXF,SCAN BALTIC EXPRESS F EXPIRED,IET,IET,EINT Feeder,"20140822000000.000","20151202000000.000",766,10359,Entire Service,"20140822095753.515",XIERO,"20170523045634.414",XUJE7,,"20221211211512.000024"
SBXG,SCAN BALTIC EXPRESS G EXPIRED,IET,IET,EINT Feeder,"20140822000000.000","20151202000000.000",767,10360,Entire Service,"20140822095838.486",XIERO,"20170523045635.100",XUJE7,,"20221211211512.000024"
IA1,IAT DUMMY SERVICE 1,IAT,IAT,EINT (Int),"20150801000000.000","20181231000000.000",1341,10395,Entire Service,"20150817053215.018",FEIFR,"20181231150004.016",IR4_ITS,,"20221211211512.000024"
PRS,PIRAEUS RIJEKA EXPRESS,IET,SES,Public Feeder,"20190714000000.000","20231231000000.000",198921,1061000,Entire Service,"20190723061858.049","1041","20221211130001.770",IR4_ITS,,"20221211211512.000024"
NGX,NIGERIA GHANA EXPRESS,LAT,ASA,Public Feeder,"20211110000000.000","20251231000000.000",342921,1073400,Entire Service,"20211119105248.157","1041","20221211130001.724",IR4_ITS,,"20221211211512.000024"
EAXX,EAST AFRICA EXPRESS X,LAT,AEA,Trunk Vessel,"20211201000000.000","20231231000000.000",356921,1074301,Entire Service,"20211221082024.251","1041","20221211130001.132",IR4_ITS,,"20221211211512.000024"
SHT,SHANTOU-HONGKONG,IAT,IAT,Barge service,"20220325000000.000","20251231000000.000",372921,1075600,Entire Service,"20220325014412.175","1041","20221211130001.561",IR4_ITS,,"20221211211512.000024"
PSS,PENANG STRAIT SERVICE EXPIRED,IAT,IAT,FINT,"20140418000000.000","20151120000000.000",601,10344,Entire Service,"20140418010610.416",SONGLU,"20160106085420.373",XIERO,,"20221211211512.000024"
PMID,PUBLIC FEEDER IN GULF REGION,IAT,IAT,Public Feeder,"20150401000000.000","20251231000000.000",1081,10378,Entire Service,"20150421080212.173",LIJO2,"20221211130001.169",IR4_ITS,,"20221211211512.000024"
SBE2,SCAN BALTIC EXPRESS E 2,IET,NEN,EINT,"20160601000000.000","20271231000000.000",1881,10430,Entire Service,"20160601042924.532",NIUGA,"20221211130000.677",IR4_ITS,,"20221211211512.000024"
LL7,ASIA EUROPE SERVICE LOOP 7,AET,AEC,Trunk Vessel,"20190305000000.000","20251231000000.000",144921,1057104,Entire Service,"20190306080214.885","1041","20221211130000.709",IR4_ITS,NEU7,"20221211211512.000025"
EWX,EUROPE WEST COSTAL OF SOUTH AMERICA EXPRESS,LAT,ELW,Trunk Vessel,"20191101000000.000","20301231000000.000",220921,1063400,Entire Service,"20191105044948.772","1041","20221211130000.306",IR4_ITS,,"20221211211512.000025"
JMV,JAPAN-MALAYSIA-VIETNAM SERVICE,IAT,IAT,EINT,"20200701000000.000","20251231000000.000",248921,1066800,Entire Service,"20200722021700.532","1041","20221211130001.042",IR4_ITS,,"20221211211512.000025"
IGX1,ISRAEL GREECE EXPRESS,IET,SES,Public Feeder,"20211101000000.000","20231231000000.000",346921,1073600,Entire Service,"20211124132136.152","1041","20221211130000.926",IR4_ITS,,"20221211211512.000025"
UIG2,UAE-INDIAN SUB-CONTINENT GULF 2,IAT,IAT,EINT,"20220801000000.000","20221207000000.000",390921,1076900,Entire Service,"20220810024636.261","1041","20221206150002.387",IR4_ITS,,"20221211211512.000025"
HS3,JAPAN HONG KONG SOUTH EAST ASIA SERVICE HS3 EXPIRED,IAT,IAT,EINT Feeder,"20140107000000.000","20161231000000.000",361,10311,Entire Service,"20140107082548.601",XIASE,"20170301034520.110",LIJO2,,"20221211211512.000025"
AX3,ATLANTIC EXPRESS 3,TAT,TAN,Trunk Vessel,"20140331000000.000","20170531000000.000",563,10339,Entire Service,"20140331065720.156",ZHANGMA4,"20170601100214.873",XINNO,,"20221211211512.000025"
MCS,MALAYSIA CHINA SERVICE EXPIRED,IAT,IAT,EINT (Ext),"20151011000000.000","20170130000000.000",1481,10408,Entire Service,"20151110062306.168",XIERO,"20170215081124.216",XIERO,,"20221211211512.000025"
GMI,GRAND MALAYSIA INDONESIA SERVICE,IAT,IAT,FINT,"20181022000000.000","20231231000000.000",114921,1055000,Entire Service,"20181023044930.334","1041","20221211130000.845",IR4_ITS,,"20221211211512.000025"
PCS2,PACIFIC CHINA SOUTH 2,TPT,TPP,Trunk Vessel,"20190219000000.000","20251231000000.000",140921,1056900,Entire Service,"20190219081736.419","1041","20221211130000.880",IR4_ITS,PSW7,"20221211211512.000025"
ME6,MIDDEL EAST LOOP 6,IAT,IAT,EINT,"20200312000000.000","20251231000000.000",232921,1065001,Entire Service,"20200312051812.193","1041","20221211130000.604",IR4_ITS,,"20221211211512.000026"
WIX,WEST INDIA EXPRESS,IAT,IAT,EINT,"20211124000000.000","20271231000000.000",348921,1073700,Entire Service,"20211125061336.231","1041","20221211130000.697",IR4_ITS,,"20221211211512.000026"
KTX6,JAPAN HONG KONG SOUTH EAST ASIA SERVICE,IAT,IAT,EINT,"20140107000000.000","20271231000000.000",381,10312,Entire Service,"20140108025436.244",SONGLU,"20221211130000.277",IR4_ITS,,"20221211211512.000026"
SBG1,SCAN BALTIC EXPRESS G 1,IET,NEN,EINT,"20151027000000.000","20271231000000.000",1441,10405,Entire Service,"20151027053653.440",NIUGA,"20221211130000.293",IR4_ITS,,"20221211211512.000026"
PCC2,PACIFIC CHINA CENTRAL 2 EXPIRED,TPT,TPP,Trunk Vessel,"20170101000000.000","20200315000000.000",2242,10451,Entire Service,"20161202073354.030",SHENHE,"20200317020224.581","1041",,"20221211211512.000026"
HHX1,HAIPHONG EXPRESS SERVICE I,IAT,IAT,EINT,"20170125000000.000","20241231000000.000",26921,10517,Entire Service,"20171226024151.811",XIERO,"20221211130001.330",IR4_ITS,,"20221211211512.000026"
SKS7,SHA SUN. KANSAI SERVICE(EXPIRED),IAT,IAT,EINT Feeder,"20180918000000.000","20191104000000.000",88922,1054405,Sector,"20180918045030.688","1041","20191114082812.318","1041",,"20221211211512.000026"
ZAX1,ASIA SOUTH AFRICA EXPRESS LINER SERVICE 1 EXPIRED,IAT,IAT,EINT Feeder,"20180919000000.000","20181006000000.000",94921,1054413,Entire Service,"20180920055035.617","1041","20181029080148.776","1041",,"20221211211512.000026"
WAF4,WEST AFRICA SERVICE 4,LAT,AWA,Trunk Vessel,"20180919000000.000","20251231000000.000",112922,1054709,Entire Service,"20181004042930.983","1041","20221211130000.984",IR4_ITS,,"20221211211512.000026"
NYX,NEW YORK EXPRESS,TPT,TPA,Trunk Vessel,"20160401000000.000","20170612000000.000",1761,10423,Entire Service,"20160418063620.456",XINNO,"20170612024006.276",XINNO,,"20221211211512.000026"
THS,TAIWAN HONG KONG SERVICE,IAT,IAT,EINT (Ext),"20160501000000.000","20170123000000.000",1801,10425,Entire Service,"20160503025128.725",FEIFR,"20170122150000.946",IR4_ITS,,"20221211211512.000027"
NPF,SINGAPORE NORTH MANILA EXPRESS,IAT,IAT,EINT,"20180928000000.000","20201231000000.000",104921,1054602,Entire Service,"20180928055937.604","1041","20210202053948.236","1041",,"20221211211512.000027"
SFI,SPAIN FRANCE ITALY SERVICE EXPIRED,IET,IET,Public Feeder,"20160118000000.000","20170520000000.000",1661,10417,Entire Service,"20160118043028.921",XUJE7,"20170522051122.077",XUJE7,,"20221211211512.000027"
EBS,EASTMED BLACKSEA SERVICE EXPIRED,IET,IET,Public Feeder,"20160212000000.000","20170526000000.000",1681,10419,Entire Service,"20160212012608.402",NIUGA,"20170602005454.575",XUJE7,,"20221211211512.000027"
HRS3,HAMBURG RUSSIA SERVICE 3,IET,IET,EINT Feeder,"20190417000000.000","20190429000000.000",166921,1058701,Entire Service,"20190417020006.028","1041","20190429030425.643","1041",,"20221211211512.000027"
GBN1,GERMAN BENELUX EXPRESS N,IET,NEN,EINT,"20190917000000.000","20231231000000.000",208922,1062401,Entire Service,"20190917005348.167","1041","20221211130000.560",IR4_ITS,,"20221211211512.000027"
NZ8,NZ8,AUT,NZL,Trunk Vessel,"20210625000000.000","20220604000000.000",310921,1071300,Entire Service,"20210625083712.324","1041","20220603150001.127",IR4_ITS,,"20221211211512.000027"
CX4,CARIBBEAN EXPRESS 4,LAT,ALE,EINT,"20220601000000.000","20301231000000.000",384921,1076600,Entire Service,"20220610135936.146","1041","20221211130001.755",IR4_ITS,,"20221211211512.000027"
HPH,HAIPHONG KAOHSIUNG FEEDER,IAT,IAT,FINT,"20080618000000.000","20141201000000.000",148,10156,Entire Service,"20120722105039.875",,"20141104071218.522",XINNO,,"20221211211512.000027"
PNW1,PACIFIC NORTH WEST 1,TPT,TPP,Trunk Vessel,"20170101000000.000","20251231000000.000",2122,10444,Entire Service,"20161130050903.632",SHENHE,"20221211130001.701",IR4_ITS,PNW4,"20221211211512.000027"
ZAX3,ASIA SOUTH AFRICA EXPRESS LINER SERVICE 3 EXPIRED,IAT,IAT,EINT Feeder,"20180919000000.000","20181010000000.000",94922,1054414,Entire Service,"20180920055800.336","1041","20181029080356.145","1041",,"20221211211512.000027"
WAF1,WEST AFRICA SERVICE 1,LAT,AWA,Trunk Vessel,"20180919000000.000","20261231000000.000",108921,1054705,Entire Service,"20181004022631.351","1041","20221211130001.164",IR4_ITS,,"20221211211512.000028"
AGX,ADRIATIC GREECE EGYPT EXPRESS,IET,SES,Public Feeder,"20190714000000.000","20231231000000.000",200921,1061101,Entire Service,"20190726072036.061","1041","20221211130001.252",IR4_ITS,,"20221211211512.000028"
IA3,HUANAN – INDONESIA SERVICE,IAT,IAT,EINT,"20200324000000.000","20201231000000.000",234921,1065102,Entire Service,"20200324043548.243","1041","20210202054136.216","1041",,"20221211211512.000028"
BLX,BLX EXPIRED,IET,NEN,Public Feeder,"20200811000000.000","20220818000000.000",258921,1067300,Entire Service,"20200819135524.134","1041","20220818080512.944","1041",,"20221211211512.000028"
TMA,MIDDLE EAST EXTRA LOADER,IAT,IAT,FINT,"20210927000000.000","20261231000000.000",328921,1072602,Entire Service,"20210927073336.159","1041","20221211130000.661",IR4_ITS,,"20221211211512.000028"
MEX,IA ME EXTRA LOADER,IAT,IAT,EINT,"20220201000000.000","20231231000000.000",368921,1075301,Entire Service,"20220218092212.154","1041","20221211130001.138",IR4_ITS,,"20221211211512.000028"
MRS,TURKEY NOVO SHUTTLE EXPIRED,IET,IET,Public Feeder,"20121115000000.000","20131011000000.000",1,10286,,"20121115032452.962",,"20131023082019.359",,,"20221211211512.000028"
CIX,CHINA INDIA EXPRESS EXPIRED,IAT,IAT,EINT (Int),"20070410000000.000","20170518000000.000",130,10137,Entire Service,"20120722105028.545",,"20170523014033.338",XIERO,,"20221211211512.000028"
TGS,TURKEY GREECE SERVICE,IET,SES,Public Feeder,"20150501000000.000","20201001000000.000",1181,10383,Entire Service,"20150527064100.499",XIERO,"20200930150001.545",IR4_ITS,,"20221211211512.000028"
ME3,MIDDLE EAST LOOP 3,IAT,IAT,EINT,"20170201000000.000","20251231000000.000",2422,10464,Entire Service,"20161205072028.101",DAIDE,"20221211130001.646",IR4_ITS,MEA3,"20221211211512.000028"
CECP,CHINA EAST COAST CANADA PENDULUM,TPT,TPP,Trunk Vessel,"20170101000000.000","20180730000000.000",2541,10477,Entire Service,"20161230035908.053",XINNO,"20180730052405.846","1041","PNW2,USEC1","20221211211512.000028"
RS1,RED SEA LOOP1,IAT,IAT,EINT,"20170201000000.000","20251231000000.000",2602,10483,Entire Service,"20170202014721.195",FEIFR,"20221211130001.565",IR4_ITS,RES1,"20221211211512.000029"
JKN,JAPAN KOREA HONGKONG NEW ZEALAND WEEKLY SERVICE,AUT,NZL,Trunk Vessel,"20180811000000.000","20271231000000.000",84921,1054401,Entire Service,"20180917063243.211","1041","20221211130000.486",IR4_ITS,,"20221211211512.000029"
WAX4,FAR EAST WEST AFRICA EXPRESS SERVICE 4 EXPIRED,IAT,IAT,EINT Feeder,"20180919000000.000","20181001000000.000",92924,1054411,Entire Service,"20180919080244.799","1041","20181005090032.094","1041",,"20221211211512.000029"
KHX,KOREA HAIPHONG EXPRESS EXPIRED,IAT,IAT,EINT,"20190703000000.000","20220525000000.000",190921,1060300,Entire Service,"20190703062930.500","1041","20220526093536.200","1041",,"20221211211512.000029"
CHL6,CHINA- LAEM CHABANG SERVICE 6,IAT,IAT,EINT,"20200424000000.000","20251231000000.000",238921,1065800,Entire Service,"20200427001448.481","1041","20221211130001.314",IR4_ITS,,"20221211211512.000029"
SBB4,SCAN BALTIC EXPRESS B4 EXPIRED,IET,NEN,EINT,"20210315000000.000","20220818000000.000",294921,1069900,Entire Service,"20210315073424.201","1041","20220818081800.261","1041",,"20221211211512.000029"
CIS,CHINA INDONESIA SERVICE,IAT,IAT,EINT,"20210319000000.000","20261231000000.000",296921,1070000,Entire Service,"20210319013924.167","1041","20221211130001.259",IR4_ITS,,"20221211211512.000029"
CC1,CENTRAL CHINA 1 EXPIRED,TPT,TPP,Trunk Vessel,"20140220000000.000","20220501000000.000",491,10327,Entire Service,"20140220031707.649",QIANFE,"20220527023112.433","1041",,"20221211211512.000029"
CC4,CENTRAL CHINA 4 EXPIRED,TPT,TPP,Trunk Vessel,"20140220000000.000","20170514000000.000",494,10330,Entire Service,"20140220032140.467",QIANFE,"20170522050441.513",SHENHE,,"20221211211512.000029"
VSS,VIETNAM SINGAPORE SERVICE,IAT,IAT,FINT,"20140303000000.000","20140801000000.000",502,10332,Entire Service,"20140312061013.032",XIASE,"20140801083434.706",XINNO,,"20221211211512.000029"
CAS,CAMBODIA SERVICE,IAT,IAT,FINT,"20140830000000.000","20271231000000.000",781,10361,Entire Service,"20140901014549.646",SONGLU,"20221211130001.016",IR4_ITS,,"20221211211512.000029"
WAX5,FAR EAST WEST AFRICA EXPRESS SERVICE 5,IAT,IAT,EINT Feeder,"20180914000000.000","20180920000000.000",92925,1054412,Entire Service,"20180919080254.044","1041","20180921080901.033","1041",,"20221211211512.000030"
RFS3,BALTIC SEA XPRESS 1,IET,NEN,EINT,"20190321000000.000","20241231000000.000",158921,1057900,Entire Service,"20190401094710.610","1041","20221211130000.509",IR4_ITS,,"20221211211512.000030"
GBB1,GERMAN BENELUX EXPRESS B,IET,NEN,EINT,"20190416000000.000","20241231000000.000",160923,1058602,Entire Service,"20190416021940.351","1041","20221211130000.616",IR4_ITS,,"20221211211512.000030"
GBH1,GERMAN BENELUX EXPRESS H,IET,NEN,EINT,"20190416000000.000","20241231000000.000",160925,1058604,Entire Service,"20190416022310.393","1041","20221211130001.319",IR4_ITS,,"20221211211512.000030"
GBJ1,GERMAN BENELUX EXPRESS J,IET,NEN,EINT,"20190416000000.000","20241231000000.000",162921,1058609,Entire Service,"20190416025255.348","1041","20221211130000.556",IR4_ITS,,"20221211211512.000030"
IP1,MIDDLE EAST/INDIAN SUBCONTINENT – NORTH EUROPE 1,AET,AEC,Trunk Vessel,"20190424000000.000","20291231000000.000",172921,1059000,Entire Service,"20190424083500.474","1041","20221211130001.265",IR4_ITS,,"20221211211512.000030"
MDG,MEDITERRANEAN GULF SERVICE,TAT,TAM,Trunk Vessel,"20221019000000.000","20401231000000.000",394921,1077600,Entire Service,"20221019011200.930","1041","20221211130000.649",IR4_ITS,,"20221211211512.000030"
SBD1,SCAN BALTIC EXPRESS D 1 EXPIRED,IET,IET,EINT,"20151021000000.000","20220818000000.000",1381,10397,Entire Service,"20151021065614.324",XUJE7,"20220818081900.315","1041",,"20221211211512.000030"
LL5,ASIA EUROPE SERVICE LOOP 5,AET,AEC,Trunk Vessel,"20170201000000.000","20251231000000.000",2463,10470,Entire Service,"20161205073542.739",ZHAOGA2,"20221211130000.810",IR4_ITS,NEU5,"20221211211512.000030"
PNW4,PACIFIC NORTH WEST 4,TPT,TPP,Trunk Vessel,"20180221000000.000","20251231000000.000",38921,10525,Entire Service,"20180221035523.183",SHENHE,"20221211130001.186",IR4_ITS,PNW2,"20221211211512.000030"
SBE4,SCAN BALTIC EXPRESS E 4,IET,NEN,EINT,"20180611000000.000","20251231000000.000",50921,10532,Entire Service,"20180611081305.473",XIERO,"20221211130001.714",IR4_ITS,,"20221211211512.000030"
GCX,CAGEMA MAIN LINER LOOP 3,LAT,ALW,EINT,"20200801000000.000","20301231000000.000",314921,1071900,Entire Service,"20210811062112.337","1041","20221211130000.890",IR4_ITS,,"20221211211512.000030"
SBE6,SCAN BALTIC EXPRESS E6,IET,NEN,EINT,"20220412000000.000","20271231000000.000",376922,1075901,Entire Service,"20220412112300.148","1041","20221211130001.439",IR4_ITS,,"20221211211512.000031"
LGX1,LEVANT GREECE EXPRESS 1,IET,SES,EINT,"20220821000000.000","20271231000000.000",392921,1077200,Entire Service,"20220825053212.257","1041","20221211130000.758",IR4_ITS,,"20221211211512.000031"
HPH5,HAIPHONG KAOHSIUNG SERVICE 5,IAT,IAT,FINT,"20141202000000.000","20180122000000.000",921,10368,Entire Service,"20141202071348.467",XUJE7,"20180121150000.951",IR4_ITS,,"20221211211512.000031"
SBD2,SCAN BALTIC EXPRESS D 2 EXPIRED,IET,IET,EINT Feeder,"20151021000000.000","20180630000000.000",1382,10398,Entire Service,"20151021065701.867",XUJE7,"20180629150000.985",IR4_ITS,,"20221211211512.000031"
PNW3,PACIFIC NORTH WEST 3,TPT,TPP,Trunk Vessel,"20170101000000.000","20251231000000.000",2181,10447,Entire Service,"20161202054559.318",SHENHE,"20221211130000.701",IR4_ITS,PNW3,"20221211211512.000031"
JKH,JAPAN KOREA HAIPHONG SERVICE,IAT,IAT,EINT,"20180425000000.000","20201231000000.000",42921,10528,Entire Service,"20180424045603.500",DAIDE,"20210202054100.246","1041",,"20221211211512.000031"
MAF,WEST MEDITERRANEAN WEST AFRICA,AET,MWA,Trunk Vessel,"20180917000000.000","20220526000000.000",82921,1054400,Entire Service,"20180917055635.406","1041","20220527021036.410","1041",,"20221211211512.000031"
AZX,ASIA SUEZ EXPRESS,TPT,TPA,Trunk Vessel,"20130320000000.000","20170615000000.000",2,10289,Entire Service,"20130320061637.635",,"20170615080620.916",XINNO,,"20221211211512.000031"
CEC,CHINA EAST COAST EXPRESS,TPT,TPA,Trunk Vessel,"20130320000000.000","20170626000000.000",3,10290,Entire Service,"20130320062318.843",,"20170626044233.471",XINNO,,"20221211211512.000031"
NYE,SAVANNAH NEW YORK EXPRESS,TPT,TPA,Trunk Vessel,"20130320000000.000","20170531000000.000",4,10291,Entire Service,"20130320062342.953",,"20170601094014.799",XINNO,,"20221211211512.000031"
SHZ3,SKZ TO HKG SHUTTLE FEEDER,IAT,IAT,Barge service,"20150101000000.000","20150823000000.000",1001,10373,Entire Service,"20150108100550.035",ZHANGMA4,"20170601111322.865",XIERO,,"20221211211512.000031"
GTS,GREECE TURKEY SERVICE,IET,SES,Public Feeder,"20150210000000.000","20230909000000.000",1041,10375,Entire Service,"20150305020208.082",XIASE,"20221211130001.729",IR4_ITS,,"20221211211512.000031"
CAS2,NEW CAMBODIA SERVICE 2,IAT,IAT,FINT,"20160504000000.000","20180615000000.000",1841,10427,Entire Service,"20160504061626.572",XIERO,"20180614150000.436",IR4_ITS,,"20221211211512.000031"
FA8,FA8,AUT,AUS,Trunk Vessel,"20170901000000.000","20211031000000.000",8921,10507,Entire Service,"20170914021907.589",ZHANGJO2,"20211030150001.914",IR4_ITS,,"20221211211512.000032"
SBD3,SCAN BALTIC EXPRESS D 3 EXPIRED,IET,IET,EINT Feeder,"20180215000000.000","20180630000000.000",36921,10523,Entire Service,"20180215064027.521",XIERO,"20180629150000.414",IR4_ITS,,"20221211211512.000032"
EMT,EMES TURKIYE,IET,SES,Public Feeder,"20181204000000.000","20231231000000.000",132921,1055800,Entire Service,"20181204073731.337","1041","20221211130000.793",IR4_ITS,,"20221211211512.000032"
HRF,HAMBURG ROTTERDAM FINLAND EXPIRED,IET,NEN,EINT,"20211102000000.000","20220818000000.000",336921,1073001,Entire Service,"20211102080324.334","1041","20220818081048.234","1041",,"20221211211512.000032"
CIX5,CHINA INDIA EXPRESS 5,IAT,IAT,EINT,"20171101000000.000","20201231000000.000",344921,1073500,Entire Service,"20211123070848.145","1041","20211125063312.354","1041",,"20221211211512.000032"
GBQ1,GERMAN BENELUX EXPRESS Q,IET,NEN,EINT,"20220412000000.000","20271231000000.000",376923,1075902,Entire Service,"20220412112536.123","1041","20221211130001.089",IR4_ITS,,"20221211211512.000032"
GBT1,GERMAN BENELUX EXPRESS T,IET,NEN,EINT,"20220412000000.000","20271231000000.000",378923,1075907,Entire Service,"20220412125848.115","1041","20221211130001.434",IR4_ITS,,"20221211211512.000032"
KMS,KOREA MIDDLE EAST SERVICE,IAT,IAT,EINT (Int),"20150815000000.000","20161114000000.000",1361,10396,Entire Service,"20150820085213.271",FEIFR,"20161212085346.082",XIERO,,"20221211211512.000032"
ECX1,EAST COAST EXPRESS 1,TPT,TPA,Trunk Vessel,"20170101000000.000","20301231000000.000",2241,10450,Entire Service,"20161202073042.245",XINNO,"20221211130000.918",IR4_ITS,USEC2,"20221211211512.000032"
SBK1,SCAN BALTIC EXPRESS K,IET,NEN,EINT,"20170301000000.000","20271231000000.000",2701,10489,Entire Service,"20170320042206.058",XUJE7,"20221211130001.357",IR4_ITS,,"20221211211512.000032"
PAS,PAN ASIA SERVICE,IAT,IAT,EINT,"20171025000000.000","20201231000000.000",14921,10510,Entire Service,"20171025082539.575",XIERO,"20210202053824.463","1041",,"20221211211512.000032"
IBX3,IBERIA WEC EXPRESS,IET,NEN,Public Feeder,"20190319000000.000","20241231000000.000",146921,1057300,Entire Service,"20190319073619.981","1041","20221211130000.654",IR4_ITS,,"20221211211512.000033"
TBX1,TURKIYE BLACK SEA EXPRESS1,IET,SES,Public Feeder,"20200601000000.000","20251231000000.000",242921,1066200,Entire Service,"20200611115712.342","1041","20221211130001.210",IR4_ITS,,"20221211211512.000033"
CSX4,CALCUTTA SINGAPORE EXPRESS 4,IAT,IAT,FINT,"20200902000000.000","20251231000000.000",274921,1067901,Entire Service,"20200902051100.850","1041","20221211130001.541",IR4_ITS,,"20221211211512.000033"
SAS,SPAIN ALGERIA SERVICE EXPIRED,IET,IET,Public Feeder,"20131022000000.000","20160804000000.000",301,10308,Entire Service,"20131029014752.411",,"20160804095834.737",XIERO,,"20221211211512.000033"
HTS,HAIPHONG TAIWAN SERVICE,IAT,IAT,FINT,"20140302000000.000","20180408000000.000",501,10331,Entire Service,"20140312060205.896",XIASE,"20180407150000.308",IR4_ITS,,"20221211211512.000033"
PPS,PENANG PORT KELANG SERVICE EXPIRED,IAT,IAT,FINT,"20140507000000.000","20150228000000.000",621,10345,Entire Service,"20140507111912.473",XIASE,"20150310050927.415",XUJE7,,"20221211211512.000033"
CSS,CENTRAL CHINA SOUTH EAST ASIA SERVICE,IAT,IAT,EINT (Int),"20150302000000.000","20160212000000.000",1021,10374,Entire Service,"20150304015645.957",XUJE7,"20170601101155.096",XIERO,,"20221211211512.000033"
AGI,ASEAN GULF  ISC SERVICE,IAT,IAT,EINT (Int),"20100801000000.000","20131231000000.000",207,10216,Entire Service,"20120722105128.828",,"20150320025203.386",XUJE7,,"20221211211512.000033"
YGN3,YANGON FEEDER 3,IAT,IAT,FINT,"20150425000000.000","20151201000000.000",1101,10379,Entire Service,"20150429051159.132",FEIFR,"20151201083631.766",SONGLU,,"20221211211512.000033"
SBG2,SCAN BALTIC EXPRESS G 2,IET,NEN,EINT,"20151027000000.000","20271231000000.000",1442,10406,Entire Service,"20151027054248.991",NIUGA,"20221211130001.749",IR4_ITS,,"20221211211512.000033"
IP2,MIDDLE EAST/INDIAN SUBCONTINENT – NORTH EUROPE 2,AET,AEC,Trunk Vessel,"20190424000000.000","20291231000000.000",174921,1059001,Entire Service,"20190425073741.125","1041","20221211130001.383",IR4_ITS,,"20221211211512.000033"
RGX,ROTTERDAM GOTHENBURG EXPRESS EXPIRED,IET,IET,Public Feeder,"20150510000000.000","20160113000000.000",1161,10382,Entire Service,"20150513095234.485",XIERO,"20160113091028.532",XUJE7,,"20221211211512.000034"
LSF1,LAEM CHABANG SINGAPORE FEEDER SERVICE,IAT,IAT,FINT,"20160526000000.000","20170930000000.000",1901,10431,Entire Service,"20160602013447.002",XIERO,"20170929150001.352",IR4_ITS,,"20221211211512.000034"
ECC2,EAST COAST CHINA 2,TPT,TPA,Trunk Vessel,"20170101000000.000","20261130000000.000",2141,10445,Entire Service,"20161130052917.016",XINNO,"20221211130000.689",IR4_ITS,USEC4,"20221211211512.000034"
RE2,RED SEA LOOP 2 EXPIRED,IAT,IAT,EINT Feeder,"20170101000000.000","20170110000000.000",2421,10463,Entire Service,"20161205072027.632",FEIFR,"20170202022027.208",FEIFR,,"20221211211512.000034"
LL3,ASIA EUROPE SERVICE LOOP 3,AET,AEC,Trunk Vessel,"20170201000000.000","20251231000000.000",2441,10467,Entire Service,"20161205072635.290",ZHAOGA2,"20221211130000.788",IR4_ITS,NEU3,"20221211211512.000034"
PVS,PIRAEUS VENICE SHUTTLE,IET,SES,Public Feeder,"20181107000000.000","20241231000000.000",126921,1055400,Entire Service,"20181107092201.370","1041","20221211130000.972",IR4_ITS,,"20221211211512.000034"
PRX,POLAND RUSSIA EXPRESS,IET,NEN,EINT,"20190322000000.000","20241231000000.000",156921,1057403,Entire Service,"20190322033006.713","1041","20221211130001.495",IR4_ITS,,"20221211211512.000034"
GBK2,GERMAN BENELUX EXPRESS K2 EXPIRED,IET,NEN,EINT,"20200812000000.000","20220818000000.000",262921,1067303,Entire Service,"20200820025949.402","1041","20220818080924.279","1041",,"20221211211512.000034"
CSS2,CHINA STRAITS SERVICE II,IAT,IAT,EINT,"20200821000000.000","20251231000000.000",266921,1067500,Entire Service,"20200821062424.158","1041","20221211130001.294",IR4_ITS,,"20221211211512.000034"
LVS,LAEM CHABANG VIETNAM SERVICE,IAT,IAT,EINT Feeder,"20130613000000.000","20131209000000.000",5,10296,Sector,"20130613075118.105",,"20170601094449.909",XIERO,,"20221211211512.000034"
VTS,VIETNAM THAILAND SERVICE,IAT,IAT,FINT,"20130729000000.000","20271231000000.000",6,10299,Entire Service,"20130729020319.237",,"20221211130001.761",IR4_ITS,,"20221211211512.000034"
STX1,SPAIN TUNISIA EXPRESS,IET,IET,Public Feeder,"20140317000000.000","20220527000000.000",523,10335,Entire Service,"20140321052623.738",XIASE,"20220527074824.269","1041",,"20221211211512.000034"
MD1,MADRAS SERVICE 1,IAT,IAT,EINT Feeder,"20150106000000.000","20161125000000.000",981,10371,Entire Service,"20150106013308.787",SONGLU,"20170523051119.390",ZHANGJO2,,"20221211211512.000035"
MD2,MADRAS SERVICE 2,IAT,IAT,EINT Feeder,"20150106000000.000","20161130000000.000",982,10372,Entire Service,"20150106013513.679",SONGLU,"20170523051216.040",ZHANGJO2,,"20221211211512.000035"
